exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1221;True;AnyaSearch;44558;44558.8;28;44;71;(439,349);(7,384);490.05382385;474.9795466958421;London_0_512.map
1222;True;AnyaSearch;225961;225961.0;202;244;445;(56,382);(445,224);489.19805145;462.42193868413113;London_0_512.map
1223;True;AnyaSearch;208664;208664.0;236;268;501;(61,164);(385,399);488.26911926;464.0757493770231;London_0_512.map
1224;True;AnyaSearch;100545;100545.7;73;85;157;(433,510);(46,283);489.22748871;454.2761385619923;London_0_512.map
1225;True;AnyaSearch;98398;98398.0;80;97;176;(18,250);(406,468);489.42849884;455.13551118724376;London_0_512.map
1226;True;AnyaSearch;424897;424897.3;725;818;1526;(98,37);(493,113);490.91378021;468.3855796123951;London_0_512.map
1227;True;AnyaSearch;216552;216552.0;187;227;413;(355,489);(443,51);489.36248169;473.87662367702353;London_0_512.map
1228;True;AnyaSearch;255864;255864.4;255;301;555;(302,501);(479,136);489.86500702;459.98479804919305;London_0_512.map
1229;True;AnyaSearch;901766;901766.2;1130;1272;2353;(362,335);(67,213);490.24473266;456.4239865768213;London_0_512.map
1230;True;AnyaSearch;303665;303665.9;158;192;345;(115,285);(508,303);489.97770538;460.1804788877111;London_0_512.map
1231;True;AnyaSearch;120712;120712.9;124;156;279;(117,57);(349,454);493.68333282;465.0429772283388;London_0_512.map
1232;True;AnyaSearch;1330151;1330151.4;2536;2709;5166;(303,297);(260,42);493.47012939;463.3866904999898;London_0_512.map
1233;True;AnyaSearch;214494;214494.4;232;277;497;(498,198);(170,462);494.01428528;461.2199237098548;London_0_512.map
