exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1642;True;AnyaSearch;4876470;4876470.9;5116;7442;10533;(373,490);(220,15);658.35743103;607.4049535670616;16room_004.map
1643;True;AnyaSearch;1888626;1888626.3;1943;2891;4219;(148,486);(430,9);657.21529541;602.1644682619387;16room_004.map
1644;True;AnyaSearch;2398380;2398380.2;2647;3880;5584;(42,145);(501,440);656.01428528;604.636794544302;16room_004.map
1645;True;AnyaSearch;1591837;1591837.3;1660;2463;3615;(117,55);(460,505);658.99704132;602.6515072525632;16room_004.map
1646;True;AnyaSearch;2343667;2343667.4;2443;3609;5231;(39,387);(418,3);657.98484802;603.7460416986036;16room_004.map
1647;True;AnyaSearch;2163440;2163440.4;2301;3304;4853;(22,505);(474,196);657.39906158;599.0856600926093;16room_004.map
1648;True;AnyaSearch;3917427;3917427.3;4215;6041;8673;(49,456);(424,106);659.88434295;604.7486576488955;16room_004.map
1649;True;AnyaSearch;2244300;2244300.7;2326;3353;4965;(470,56);(75,428);658.61226501;602.7603978977064;16room_004.map
1650;True;AnyaSearch;3064165;3064165.6;3297;4730;6841;(487,489);(33,226);656.97265472;604.948997437133;16room_004.map
1651;True;AnyaSearch;2441631;2441631.7;2585;3812;5517;(18,438);(388,50);662.11479034;607.9532451995026;16room_004.map
1652;True;AnyaSearch;1700196;1700196.5;1802;2598;3847;(51,442);(447,61);662.71277008;606.801901565102;16room_004.map
1653;True;AnyaSearch;2939215;2939215.9;3155;4564;6576;(22,227);(466,504);661.21529541;606.6497516769062;16room_004.map
