exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
1443;True;AnyaSearch;4859909;4859909.4;8229;21514;23353;(493,187);(43,481);578.22243805;538.5519372261342;random512-10-1.map
1444;True;AnyaSearch;7551633;7551633.2;12586;32788;36224;(329,485);(97,5);577.26911926;534.2407083630096;random512-10-1.map
1445;True;AnyaSearch;11095991;11095991.1;18368;48463;51291;(160,491);(510,73);578.79098053;546.7925066523603;random512-10-1.map
1446;True;AnyaSearch;15135061;15135061.1;23969;63353;66579;(273,511);(50,27);577.19805145;534.6212459564879;random512-10-1.map
1447;True;AnyaSearch;6791278;6791278.7;11308;29885;33072;(483,447);(112,46);579.86204834;547.4661496979743;random512-10-1.map
1448;True;AnyaSearch;5162841;5162841.1;8065;21186;24648;(390,7);(126,477);579.93816681;539.8701043614375;random512-10-1.map
1449;True;AnyaSearch;3393607;3393607.9;5519;14619;16400;(511,346);(69,33);576.92092285;542.5902407012561;random512-10-1.map
1450;True;AnyaSearch;6645260;6645260.9;11523;30354;32342;(489,300);(30,18);578.15137024;540.0352738956892;random512-10-1.map
1451;True;AnyaSearch;3729608;3729608.5;6278;16409;18004;(31,24);(510,274);582.5533905;541.026518100254;random512-10-1.map
1452;True;AnyaSearch;11334474;11334474.6;18657;48820;52350;(7,31);(265,500);580.21024475;536.8225107592731;random512-10-1.map
1453;True;AnyaSearch;3972097;3972097.2;6872;17861;20003;(483,148);(17,419);581.76659393;540.0155564724787;random512-10-1.map
1454;True;AnyaSearch;6887198;6887198.6;12250;32496;32729;(503,413);(0,226);580.45793609;537.8300116924262;random512-10-1.map
1455;True;AnyaSearch;9234690;9234690.2;15677;41350;45402;(96,41);(435,471);582.71991272;548.9386490045916;random512-10-1.map
1456;True;AnyaSearch;8721171;8721171.7;14850;39246;43254;(259,21);(2,496);582.03867187;541.2618942668599;random512-10-1.map
1457;True;AnyaSearch;6042450;6042450.0;11244;29073;31743;(417,120);(22,499);581.86204834;548.6969924923739;random512-10-1.map
1458;True;AnyaSearch;4442253;4442253.6;7968;20693;23131;(469,35);(62,411);583.83261108;555.2701788010619;random512-10-1.map
1459;True;AnyaSearch;7380795;7380795.2;14162;37263;41152;(320,59);(16,506);581.12193298;541.8378522246177;random512-10-1.map
1460;True;AnyaSearch;3758790;3758790.3;7841;20356;22432;(476,334);(8,70);580.867099;538.5117519406145;random512-10-1.map
1461;True;AnyaSearch;5928827;5928827.3;9570;25122;27921;(492,503);(112,100);586.17575683;555.1131166690352;random512-10-1.map
1462;True;AnyaSearch;8881785;8881785.9;15243;39893;42666;(6,501);(379,93);585.93311615;554.5489183781913;random512-10-1.map
1463;True;AnyaSearch;7995204;7995204.3;13885;36476;40504;(478,20);(240,506);584.58282776;542.1801537010449;random512-10-1.map
1464;True;AnyaSearch;5231471;5231471.3;8970;23399;24737;(15,125);(498,373);586.89653625;544.2016596425337;random512-10-1.map
1465;True;AnyaSearch;5393574;5393574.7;9374;24273;26151;(32,388);(497,103);586.80822448;546.5833599833835;random512-10-1.map
1466;True;AnyaSearch;8651216;8651216.9;13339;34706;37775;(476,2);(88,399);586.41839752;556.349760135981;random512-10-1.map
1467;True;AnyaSearch;10077979;10077979.1;16396;42540;45797;(401,74);(47,499);587.44783477;554.6692702076172;random512-10-1.map
1468;True;AnyaSearch;5761867;5761867.3;9258;24269;27477;(394,1);(21,407);586.86204834;552.1846889453285;random512-10-1.map
1469;True;AnyaSearch;7395746;7395746.0;11049;28928;31963;(100,501);(439,67);587.30569915;551.877219728213;random512-10-1.map
1470;True;AnyaSearch;7915729;7915729.2;12338;32098;35296;(86,490);(396,37);585.50670929;550.2906686502372;random512-10-1.map
1471;True;AnyaSearch;7372896;7372896.3;12199;31518;34792;(38,59);(419,463);591.10468902;556.6298605886702;random512-10-1.map
1472;True;AnyaSearch;4583812;4583812.7;7718;20273;22313;(494,48);(68,408);590.34732971;558.6179853897922;random512-10-1.map
1473;True;AnyaSearch;6446346;6446346.5;11537;30456;34395;(144,6);(391,490);588.31074981;544.5207055935537;random512-10-1.map
1474;True;AnyaSearch;7488708;7488708.7;14179;37178;40451;(106,488);(471,72);588.2762619;554.8361537581123;random512-10-1.map
1475;True;AnyaSearch;6825647;6825647.2;12342;32166;35360;(469,7);(75,406);590.90367889;562.024956743436;random512-10-1.map
1476;True;AnyaSearch;8078258;8078258.7;13164;34346;37576;(403,490);(75,44);589.47727203;554.7834394442721;random512-10-1.map
1477;True;AnyaSearch;7063849;7063849.9;11569;30331;32455;(444,0);(11,348);590.61940765;556.6960130275596;random512-10-1.map
1478;True;AnyaSearch;7551574;7551574.7;12576;32573;36243;(66,81);(421,509);590.2762619;557.1110968289112;random512-10-1.map
1479;True;AnyaSearch;6634543;6634543.4;10668;28098;29593;(5,172);(488,431);591.45288543;549.127890301168;random512-10-1.map
1480;True;AnyaSearch;11301418;11301418.0;19396;51258;52505;(442,32);(15,385);589.61940765;555.8189251452966;random512-10-1.map
1481;True;AnyaSearch;4810580;4810580.6;8509;22343;24703;(63,379);(484,11);592.17575683;560.1955341794862;random512-10-1.map
1482;True;AnyaSearch;6527194;6527194.8;11031;28900;31604;(455,25);(41,405);593.6610382;563.2375982501103;random512-10-1.map
1483;True;AnyaSearch;7364304;7364304.7;12036;31171;33325;(452,115);(29,477);592.86204834;558.1178508354075;random512-10-1.map
1484;True;AnyaSearch;10263120;10263120.5;16603;43685;47960;(136,9);(359,511);595.5411972;550.4619474844457;random512-10-1.map
1485;True;AnyaSearch;7015271;7015271.2;11855;30922;33309;(470,49);(57,429);594.41839752;562.7103841433023;random512-10-1.map
1486;True;AnyaSearch;8310349;8310349.3;14221;37337;40838;(395,54);(34,481);592.93311615;560.3450025019856;random512-10-1.map
