exp;path_found;alg;wallt_micro;runt_micro;expanded;generated;heapops;start;target;gridcost;realcost;map
6273;True;AnyaSearch;5624362;5624362.3;14410;14465;28874;(47,487);(455,217);2510.0;1920.3603615459922;maze512-1-0.map
6274;True;AnyaSearch;8676978;8676978.3;22944;23013;45956;(415,216);(317,59);2509.0;1881.5785271453299;maze512-1-0.map
6275;True;AnyaSearch;10388887;10388887.1;27354;27386;54739;(391,320);(281,52);2510.0;1894.3920309536018;maze512-1-0.map
6276;True;AnyaSearch;5586505;5586505.6;14606;14673;29278;(461,205);(263,431);2508.0;1900.8761939970545;maze512-1-0.map
6277;True;AnyaSearch;9884158;9884158.6;26210;26248;52457;(265,459);(269,98);2509.0;1906.4220423217996;maze512-1-0.map
6278;True;AnyaSearch;3930189;3930189.1;10555;10602;21156;(320,127);(223,358);2508.0;1897.304430950338;maze512-1-0.map
6279;True;AnyaSearch;2206098;2206098.8;5989;6022;12010;(95,29);(241,277);2510.0;1909.0543099369258;maze512-1-0.map
6280;True;AnyaSearch;12289019;12289019.5;32513;32548;65060;(241,204);(134,63);2508.0;1889.055494540374;maze512-1-0.map
6281;True;AnyaSearch;2767708;2767708.2;7405;7429;14833;(334,15);(171,308);2512.0;1899.8595679379746;maze512-1-0.map
6282;True;AnyaSearch;5423761;5423761.1;14732;14805;29536;(487,421);(157,156);2515.0;1901.7380947880538;maze512-1-0.map
6283;True;AnyaSearch;11462642;11462642.6;30653;30674;61326;(297,396);(195,12);2512.0;1903.594639122457;maze512-1-0.map
6284;True;AnyaSearch;4282757;4282757.4;11170;11214;22383;(219,23);(149,360);2515.0;1897.586524076836;maze512-1-0.map
6285;True;AnyaSearch;8749112;8749112.6;23131;23167;46297;(81,343);(489,326);2515.0;1904.200534581839;maze512-1-0.map
6286;True;AnyaSearch;5060907;5060907.0;13248;13308;26555;(7,472);(58,445);2512.0;1932.8087685973833;maze512-1-0.map
6287;True;AnyaSearch;7454465;7454465.6;19645;19691;39335;(221,493);(109,182);2513.0;1906.0851626405051;maze512-1-0.map
6288;True;AnyaSearch;9734012;9734012.7;25722;25768;51489;(129,209);(287,97);2514.0;1911.212061778398;maze512-1-0.map
6289;True;AnyaSearch;8273894;8273894.6;21850;21900;43749;(6,219);(425,145);2513.0;1920.2481421684706;maze512-1-0.map
6290;True;AnyaSearch;10531026;10531026.1;27652;27689;55340;(357,336);(97,93);2515.0;1901.6203574949652;maze512-1-0.map
6291;True;AnyaSearch;7258499;7258499.9;19323;19377;38699;(431,315);(490,103);2517.0;1892.070741770727;maze512-1-0.map
6292;True;AnyaSearch;10625082;10625082.7;28177;28214;56390;(355,391);(168,77);2519.0;1907.4163948692035;maze512-1-0.map
6293;True;AnyaSearch;4034192;4034192.0;10337;10393;20729;(497,166);(241,402);2518.0;1891.3400816861895;maze512-1-0.map
6294;True;AnyaSearch;8531441;8531441.1;22651;22692;45342;(15,334);(461,417);2517.0;1910.7269778265322;maze512-1-0.map
6295;True;AnyaSearch;8858486;8858486.5;23612;23650;47261;(381,493);(177,97);2516.0;1907.0084740346445;maze512-1-0.map
6296;True;AnyaSearch;1137605;1137605.2;3318;3338;6655;(226,7);(265,150);2518.0;1903.6221228964084;maze512-1-0.map
6297;True;AnyaSearch;2423725;2423725.9;6296;6325;12620;(467,65);(379,293);2516.0;1899.2086258638697;maze512-1-0.map
6298;True;AnyaSearch;9264140;9264140.5;24810;24854;49663;(217,453);(251,83);2516.0;1914.7772453864018;maze512-1-0.map
